사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소,연봉,잔업시간,미사용휴가일수,급여은행,계좌번호,4대보험가입여부,성과점수,인사고과_2020,인사고과_2021,인사고과_2022,인사고과_2023,인사고과_2024,자격증,TOEIC점수,자격증수당여부,포상이력,징계이력,징계사유
EMP1185,배수진,여,25,2002-07-06,020706-4374317,해당없음,2025-12-25,0,고졸,,,공채,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,사원,팀원,1,,,baesujin_191@gmail.com,010-9539-9237,서울시 강동구 천호동,37000000,10,10,농협은행,302-5655-4752-34,가입,69,,,,,,정보처리기사,632,해당,,,
EMP1186,신주원,남,24,2003-01-18,030118-3528616,군필,2025-10-08,0,고졸,,,경력,계약직,삼성전자,대리,마케팅기획,두리안정보기술,경기 판교,기획부,전략기획팀,1,사원,팀원,1,,,shinjuwon@nate.com,010-5810-7709,서울시 마포구 상암동,38000000,9,0,신한은행,110-776-612120,가입,61,,,,,,,780,비해당,,,
EMP1187,지세연,여,36,1991-03-03,910303-2177638,해당없음,2023-12-04,2,대학원졸,부산대학교,2.7,공채,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,대리,팀원,1,,,jiseyeon_119@naver.com,010-2651-7498,경기도 용인시 기흥구 영덕동,41000000,22,15,하나은행,181-323948-6990,가입,78,,,,C,C,리눅스마스터,,해당,,,
EMP1188,문지수,여,26,2001-06-01,010601-4115244,해당없음,2024-10-10,1,대학원졸,경희대학교,2.7,추천,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,사원,팀원,1,,,moonjisu_dev@daum.net,010-4205-1524,서울시 용산구 이태원동,35000000,5,10,농협은행,302-9473-8068-57,가입,72,,,,,B,,,비해당,,,
EMP1189,지건우,남,53,1974-02-14,740214-1632485,군필,2005-05-28,20,대졸,고려대학교,3.2,경력,정규직,삼성전자,사원,인사관리,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,jigunwoo.5@kakao.com,010-9564-5629,경기도 용인시 기흥구 영덕동,107000000,9,0,국민은행,813416-76-381317,가입,93,A,A,B,A,A,,787,비해당,,,
EMP1190,전하준,남,51,1976-01-22,760122-1825179,군필,1999-02-09,27,대졸,덕성여자대학교,3.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,,1,이사,팀원,3,정년퇴직,2007-04-24,jeonhajun.3@daum.net,010-3270-8655,서울시 은평구 불광동,116000000,15,3,신한은행,100-704-539353,가입,97,S,S,S,S,S,ADsP,,해당,,,
EMP1191,남나은,여,30,1997-08-09,970809-2551178,해당없음,2024-04-25,2,대졸,덕성여자대학교,2.8,추천,계약직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,namnaeun_516@daum.net,010-2438-1164,서울시 서초구 서초동,36000000,9,5,카카오뱅크,333-47-8602974,가입,75,,,,,B,,,비해당,우수사원상,,
EMP1192,이준우,남,44,1983-05-19,830519-1942705,미필,2013-12-04,12,대졸,서울대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,차장,팀원,2,자발적퇴직,2025-02-02,leejunwoo.1@naver.com,010-8558-9477,경기도 용인시 기흥구 영덕동,77000000,19,15,토스뱅크,100-5684-3956,가입,90,B,A,B,A,A,AWS Solutions Architect,756,해당,우수사원상,,
EMP1193,유나은,여,44,1983-03-11,830311-2855151,해당없음,2006-12-10,19,전문대졸,경북전문대학교,3.4,추천,계약직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,부장,팀원,2,,,yoonaeun_dev@naver.com,010-8200-6896,서울시 강남구 삼성동,83000000,12,13,기업은행,030-76-438156,가입,90,A,A,A,A,S,ADsP,901,해당,,,
EMP1194,주서준,남,44,1983-10-17,831017-1577829,군필,2006-07-23,19,고졸,,,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,부장,팀원,2,,,juseojun61@gmail.com,010-9845-3116,서울시 송파구 잠실동,76000000,13,7,우리은행,1002-525-988400,미가입,87,B,B,B,B,B,,,비해당,,,
EMP1195,김서준,남,26,2001-01-14,010114-3274502,군필,2024-08-18,1,대졸,세종대학교,3.4,인턴전환,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,사원,팀원,1,,,kimseojun34@hanmail.net,010-4510-9602,경기도 용인시 기흥구 영덕동,37000000,7,9,우리은행,1005-934-494383,가입,67,,,,,C,,963,비해당,,,
EMP1196,안민석,남,41,1986-11-06,861106-1996995,군필,2016-05-18,10,대졸,서강대학교,3.1,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,과장,팀원,1,,,ahnminseok48@naver.com,010-3528-8832,서울시 강남구 역삼동,58000000,19,8,토스뱅크,100-4758-8378,가입,86,A,A,B,B,A,,885,비해당,,,
EMP1197,안준서,남,46,1981-05-06,810506-1555826,군필,2009-05-25,16,대졸,서강대학교,2.9,추천,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,차장,팀원,2,,,ahnjunseo@kakao.com,010-4839-4707,서울시 송파구 잠실동,62000000,22,11,국민은행,571868-06-007639,미가입,90,A,A,A,A,S,,837,비해당,공로상,감봉,복무규정위반
EMP1198,권예은,여,31,1996-04-18,960418-2788936,해당없음,2022-01-06,4,대졸,단국대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,kwonyeeun_218@gmail.com,010-2292-8797,서울시 강남구 역삼동,37400000,17,10,신한은행,100-133-621316,가입,74,,,C,B,B,,776,비해당,팀워크상,,
EMP1199,윤재원,남,32,1995-08-15,950815-1329754,군필,2021-12-13,4,대학원졸,경희대학교,3.2,추천,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,yoonjaewon@nate.com,010-1299-4210,인천시 부평구 부평동,42000000,10,7,국민은행,991596-59-074861,가입,74,,B,B,B,C,AWS Solutions Architect,,해당,,,
EMP1200,최우진,남,31,1996-04-04,960404-1773336,군필,2019-06-09,6,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,choiwoojin.4@hanmail.net,010-7489-4451,경기도 고양시 일산동구 장항동,51000000,25,1,농협은행,302-7927-2782-82,가입,82,B,B,B,B,B,,,비해당,,,
EMP1201,나도윤,남,29,1998-08-18,980818-1185832,면제,2023-05-14,3,대졸,인하대학교,3.8,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,nadoyoon@kakao.com,010-4744-1241,서울시 서초구 서초동,44000000,11,8,농협은행,351-3266-9480-09,가입,78,,,,D,D,,640,비해당,,,
EMP1202,곽정수,남,29,1998-04-01,980401-1668474,군필,2022-05-06,4,전문대졸,명지전문대학,3.5,추천,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,,,kwakjungsu26@kakao.com,010-2795-9338,서울시 송파구 문정동,32000000,11,14,기업은행,010-49-784036,가입,74,,,D,B,B,,534,비해당,,,
EMP1203,이민지,여,28,1999-11-15,991115-2441455,해당없음,2023-12-11,2,대졸,홍익대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,사원,팀원,1,,,leeminji12@nate.com,010-8715-9854,서울시 송파구 잠실동,37400000,17,2,카카오뱅크,333-22-3417568,가입,60,,,,C,C,SQLD,,해당,,,
EMP1204,곽준우,남,47,1980-05-03,800503-1728835,군필,2008-08-21,17,대졸,성균관대학교,3.4,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,부장,팀원,2,,,kwakjunwoo@gmail.com,010-7685-7421,경기도 수원시 영통구 매탄동,99000000,16,14,우리은행,1005-266-201079,가입,86,B,B,A,B,B,,,비해당,,,
EMP1205,유아름,여,56,1971-01-22,710122-2926069,해당없음,2002-03-28,24,대졸,이화여자대학교,2.8,경력,정규직,포스코,대리,인사관리,두리안정보기술,경기 판교,개발부,AI팀,1,부장,팀원,2,,,yooareum_134@nate.com,010-6318-2673,인천시 부평구 부평동,123200000,13,15,하나은행,162-277992-1855,가입,94,A,A,B,A,A,SQLD,,해당,,,
EMP1206,서재민,남,29,1998-04-16,980416-1551983,미필,2021-05-10,5,대졸,강원대학교,2.5,인턴전환,계약직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,seojaemin25@hanmail.net,010-4539-8791,서울시 노원구 상계동,48000000,18,0,기업은행,030-00-343244,가입,74,,D,B,B,C,,746,비해당,,,
EMP1207,신정수,남,35,1992-05-24,920524-1463840,군필,2021-09-04,4,대졸,광운대학교,3.3,공채,정규직,,,,두리안정보기술,경기 판교,개발부,인프라팀,1,대리,팀원,1,,,shinjungsu.3@kakao.com,010-8763-3696,서울시 서초구 방배동,52800000,21,1,우리은행,1006-424-491526,미가입,76,,C,C,D,B,,691,비해당,,,
EMP1208,심지수,여,26,2001-04-23,010423-4300552,해당없음,2025-06-20,0,대졸,경북대학교,2.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,사원,팀원,1,,,shimjisu_306@kakao.com,010-8910-5897,서울시 강남구 역삼동,31000000,12,2,기업은행,020-10-762268,가입,70,,,,,,ADsP,816,해당,,,
EMP1209,남건우,남,33,1994-02-16,940216-1521050,면제,2019-10-24,6,전문대졸,명지전문대학,3,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀원,1,권고사직,2021-09-15,namgunwoo18@daum.net,010-9373-7654,서울시 마포구 합정동,54000000,29,4,기업은행,030-38-851606,가입,76,B,B,B,B,B,,,비해당,,,
EMP1210,민지원,여,31,1996-07-02,960702-2542326,해당없음,2019-09-09,6,대졸,건국대학교,3.1,추천,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,과장,팀원,1,,,minjiwon.8@hanmail.net,010-8813-9828,경기도 성남시 분당구 정자동,60500000,18,15,토스뱅크,100-0769-1902,가입,82,C,B,B,C,B,컴퓨터활용능력1급,802,해당,,,
EMP1211,허준혁,남,41,1986-06-03,860603-1889355,군필,2020-10-13,5,전문대졸,명지전문대학,3.7,경력,정규직,카카오,과장,프로젝트관리,두리안정보기술,서울 여의도,기획부,사업기획팀,1,과장,팀원,1,정년퇴직,2024-08-20,heojunhyuk_work@kakao.com,010-6961-3463,경기도 성남시 분당구 판교동,49000000,20,14,농협은행,351-4452-5842-23,가입,87,A,B,B,A,B,,776,비해당,,,
EMP1212,최하린,여,41,1986-07-25,860725-2691530,해당없음,2010-03-13,16,대졸,덕성여자대학교,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,choiharin_436@nate.com,010-4684-4714,경기도 용인시 기흥구 영덕동,69000000,17,15,우리은행,1002-918-690740,가입,81,C,B,B,B,B,,704,비해당,,,
EMP1213,안성준,남,29,1998-06-19,980619-1687964,군필,2021-05-17,5,대학원졸,가천대학교,3.1,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,ahnsungjun60@nate.com,010-8966-7782,서울시 노원구 상계동,48000000,18,8,토스뱅크,100-2223-2752,가입,80,,B,B,B,B,,,비해당,,,
EMP1214,임재현,남,51,1976-02-05,760205-1815289,군필,2004-06-02,21,대졸,서강대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,부장,팀원,2,,,limjaehyun.1@naver.com,010-5849-7148,서울시 송파구 문정동,104000000,9,14,우리은행,1002-332-689444,가입,95,S,S,S,S,S,,771,비해당,우수사원상,,
EMP1215,노재민,남,31,1996-03-07,960307-1298809,군필,2022-04-04,4,대졸,경북대학교,3.4,인턴전환,계약직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,사원,팀원,1,,,nohjaemin.3@daum.net,010-7768-4529,서울시 노원구 상계동,36300000,15,4,토스뱅크,100-1219-5320,가입,66,,,C,C,C,빅데이터분석기사,,해당,,,
EMP1216,문서윤,여,26,2001-11-26,011126-4254994,해당없음,2025-11-20,0,대졸,서강대학교,3.4,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,moonseoyoon74@gmail.com,010-8406-2193,서울시 송파구 잠실동,31000000,5,1,국민은행,702869-36-539482,가입,64,,,,,,,839,비해당,,,
EMP1217,이다현,여,25,2002-01-02,020102-4945568,해당없음,2025-02-26,1,대졸,숭실대학교,2.6,경력,정규직,포스코,과장,재무회계,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,사원,팀원,1,,,leedahyun.4@nate.com,010-3352-4547,경기도 용인시 기흥구 영덕동,34000000,12,0,기업은행,010-71-596966,가입,62,,,,,,정보처리기사,,해당,,,
EMP1218,현아름,여,31,1996-11-17,961117-2479525,해당없음,2025-07-09,0,전문대졸,영진전문대학교,3.9,경력,정규직,KT,과장,프론트엔드개발,두리안정보기술,서울 강남,인사부,채용팀,3,사원,팀원,1,,,hyunareum_962@naver.com,010-7466-3642,서울시 서초구 방배동,37000000,8,5,토스뱅크,100-8781-7101,가입,77,,,,,,,566,비해당,,,
EMP1219,최미래,여,28,1999-04-24,990424-2825763,해당없음,2022-04-15,4,전문대졸,영진전문대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,사원,팀원,1,,,choimirae28@hanmail.net,010-4955-5164,서울시 강남구 삼성동,32000000,9,6,국민은행,803438-17-327153,가입,68,,,C,C,B,리눅스마스터,553,해당,,,
EMP1220,원서윤,여,31,1996-11-17,961117-2964788,해당없음,2023-09-10,2,전문대졸,인하공업전문대학,2.7,경력,계약직,롯데그룹,차장,재무회계,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,wonseoyoon21@gmail.com,010-6821-3862,서울시 마포구 합정동,36000000,9,4,기업은행,020-16-052975,가입,68,,,,D,C,정보처리기사,607,해당,팀워크상,,
EMP1221,송재현,남,38,1989-03-24,890324-1555530,군필,2020-12-10,5,대졸,광운대학교,2.7,경력,정규직,SK하이닉스,차장,영업관리,두리안정보기술,경기 판교,인사부,교육팀,3,과장,팀원,1,,,songjaehyun55@hanmail.net,010-2111-6657,경기도 용인시 기흥구 영덕동,48000000,26,4,카카오뱅크,333-80-7977439,가입,79,C,B,B,B,B,,,비해당,,,
EMP1222,권서윤,여,39,1988-09-04,880904-2520917,해당없음,2011-09-11,14,대졸,강원대학교,3.1,경력,계약직,LG전자,사원,프로젝트관리,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,kwonseoyoon72@nate.com,010-9237-8182,서울시 서초구 방배동,64000000,16,11,기업은행,010-61-369681,가입,79,C,C,B,C,B,컴퓨터활용능력1급,,해당,,,
EMP1223,김하린,여,43,1984-11-04,841104-2734007,해당없음,2007-09-07,18,대졸,성균관대학교,2.6,추천,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,kimharin89@gmail.com,010-8763-5037,서울시 서초구 방배동,86000000,19,0,신한은행,180-034-833796,가입,83,B,B,A,B,B,빅데이터분석기사,,해당,,,
EMP1224,유하늘,여,38,1989-01-26,890126-2576988,해당없음,2015-03-08,11,전문대졸,경북전문대학교,3.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,yoohaneul_dev@daum.net,010-5836-6924,인천시 부평구 부평동,63000000,25,15,신한은행,100-531-248527,가입,79,C,B,C,B,B,,,비해당,,,
EMP1225,조승준,남,27,2000-05-15,000515-3449216,군필,2026-03-12,0,대졸,성균관대학교,3,경력,정규직,네이버,과장,백엔드개발,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,,,joseungjun.8@daum.net,010-6680-9487,서울시 송파구 문정동,30000000,17,0,토스뱅크,100-3430-4753,가입,69,,,,,,,780,비해당,,,
EMP1226,성수빈,여,26,2001-12-16,011216-4411565,해당없음,2025-03-15,1,대졸,서울대학교,3.6,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,프론트팀,1,사원,팀원,1,,,sungsubin_525@nate.com,010-9027-2684,서울시 강남구 역삼동,39600000,6,6,우리은행,1006-932-172399,가입,60,,,,,,,,비해당,,,
EMP1227,한혜린,여,36,1991-04-15,910415-2599970,해당없음,2018-03-26,8,대졸,아주대학교,4,경력,정규직,쿠팡,대리,데이터분석,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀원,1,,,hanhyerin_829@naver.com,010-2351-3624,서울시 강남구 삼성동,51000000,23,15,우리은행,1006-094-581621,가입,82,A,B,B,A,B,,765,비해당,,,
EMP1228,방재원,남,26,2001-03-02,010302-3746271,군필,2025-11-09,0,대졸,인하대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,bangjaewon_811@nate.com,010-6072-5812,서울시 용산구 이태원동,33000000,14,15,국민은행,579882-77-822477,가입,78,,,,,,리눅스마스터,673,해당,,,
EMP1229,황지유,여,42,1985-08-28,850828-2105968,해당없음,2009-08-07,16,대졸,경북대학교,2.6,경력,정규직,포스코,차장,프론트엔드개발,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,,,hwangjiyu_work@nate.com,010-5428-9094,서울시 은평구 불광동,65000000,25,3,카카오뱅크,333-50-1499681,가입,82,C,A,A,B,B,SQLD,588,해당,,,
EMP1230,조윤서,여,34,1993-11-24,931124-2520598,해당없음,2018-11-26,7,대학원졸,명지대학교,3,경력,정규직,SK하이닉스,과장,인사관리,두리안정보기술,서울 여의도,기획부,전략기획팀,1,대리,팀원,1,,,joyunseo53@naver.com,010-5475-9981,서울시 마포구 합정동,42000000,15,14,카카오뱅크,333-07-9736147,가입,81,A,B,B,C,B,리눅스마스터,,해당,,,
EMP1231,함재원,남,28,1999-10-27,991027-1791330,군필,2022-07-16,3,대졸,동국대학교,3.5,인턴전환,계약직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,대리,팀원,1,,,hamjaewon_636@naver.com,010-1053-8495,서울시 강남구 논현동,44000000,17,8,농협은행,301-2981-8371-67,가입,76,,,B,C,C,,889,비해당,,,
EMP1232,조성호,남,40,1987-09-05,870905-1832187,군필,2012-02-22,14,대졸,전북대학교,3.3,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,josungho16@daum.net,010-3146-3324,서울시 강서구 마곡동,66000000,25,3,신한은행,180-289-339054,가입,90,A,A,B,A,B,,938,비해당,,,
EMP1233,이다현,여,28,1999-11-11,991111-2668404,해당없음,2022-03-17,4,대졸,경희대학교,2.6,공채,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,leedahyun52@hanmail.net,010-2168-1129,경기도 수원시 영통구 매탄동,46000000,14,5,토스뱅크,100-3931-0486,가입,82,,,B,A,B,,518,비해당,,,
EMP1234,허은별,여,28,1999-06-27,990627-2938891,해당없음,2025-12-19,0,대학원졸,전남대학교,3.5,인턴전환,계약직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,사원,팀원,1,,,heoeunbyul_kr@hanmail.net,010-7219-1572,서울시 노원구 상계동,37000000,9,9,카카오뱅크,333-19-0972058,가입,76,,,,,,,985,비해당,,,
EMP1235,현정수,남,30,1997-04-11,970411-1379886,미필,2025-08-05,0,대졸,명지대학교,3.1,경력,계약직,포스코,차장,백엔드개발,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,hyunjungsu66@kakao.com,010-7925-9242,서울시 용산구 이태원동,32000000,14,7,기업은행,020-45-352181,가입,68,,,,,,정보처리기사,,해당,MVP,,
EMP1236,남은별,여,40,1987-03-10,870310-2298464,해당없음,2018-04-24,8,전문대졸,명지전문대학,3.5,경력,계약직,KT,대리,데이터분석,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,과장,팀원,1,,,nameunbyul96@gmail.com,010-8656-2192,경기도 수원시 영통구 매탄동,57000000,26,14,카카오뱅크,333-30-1271541,가입,77,C,B,B,C,B,컴퓨터활용능력1급,,해당,,,
EMP1237,홍보미,여,31,1996-02-23,960223-2160940,해당없음,2019-05-13,7,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,과장,팀원,1,,,hongbomi_336@gmail.com,010-5951-9800,서울시 강서구 마곡동,55000000,30,3,카카오뱅크,333-39-8979578,가입,76,C,B,B,C,B,,837,비해당,,,
EMP1238,노도윤,남,48,1979-06-25,790625-1679158,군필,2004-04-07,22,대졸,단국대학교,3.6,경력,정규직,네이버,사원,프론트엔드개발,두리안정보기술,경기 판교,기획부,전략기획팀,1,부장,팀원,2,,,nohdoyoon.4@naver.com,010-9823-3203,서울시 마포구 합정동,114000000,8,9,우리은행,1005-388-486797,가입,95,S,S,S,S,S,컴퓨터활용능력1급,742,해당,,,
EMP1239,우미래,여,51,1976-03-25,760325-2534161,해당없음,2003-09-27,22,대졸,서강대학교,3.5,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,부장,팀원,2,,,woomirae.2@gmail.com,010-2224-1191,서울시 은평구 불광동,113000000,12,13,하나은행,111-928191-6322,가입,93,A,A,A,A,A,,868,비해당,,,
EMP1240,지지아,여,33,1994-12-20,941220-2633676,해당없음,2019-04-03,7,대졸,광운대학교,3.5,경력,정규직,LG전자,사원,프론트엔드개발,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀원,1,,,jijia_work@naver.com,010-5369-5916,서울시 강남구 논현동,55000000,22,8,국민은행,787213-45-214863,가입,86,C,B,B,A,A,ADsP,910,해당,팀워크상,,
EMP1241,하혜린,여,35,1992-01-05,920105-2129515,해당없음,2017-12-16,8,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,hahyerin6@kakao.com,010-3583-7943,경기도 수원시 영통구 매탄동,51000000,22,11,기업은행,030-83-552312,가입,76,B,C,D,C,B,,,비해당,,,
EMP1242,류하은,여,38,1989-07-27,890727-2766328,해당없음,2014-08-26,11,대졸,세종대학교,3.6,추천,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,ryuhaeun.7@naver.com,010-6324-2947,서울시 용산구 이태원동,58000000,21,12,카카오뱅크,333-80-4154816,가입,74,C,B,B,C,B,컴퓨터활용능력1급,869,해당,공로상,,
EMP1243,하도현,남,24,2003-01-27,030127-3447564,군필,2025-10-14,0,대졸,숭실대학교,3.3,공채,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,hadohyun_992@naver.com,010-4146-6269,경기도 수원시 영통구 매탄동,35000000,11,5,기업은행,020-32-921277,가입,67,,,,,,,,비해당,,,
EMP1244,오시우,남,27,2000-01-01,000101-3335668,군필,2023-12-16,2,대졸,서강대학교,3,경력,정규직,현대자동차,차장,마케팅기획,두리안정보기술,서울 여의도,인사부,채용팀,3,사원,팀원,1,,,ohsiwoo.9@naver.com,010-6036-6668,서울시 용산구 이태원동,32000000,18,7,신한은행,100-605-325562,가입,68,,,,B,B,,,비해당,,,
EMP1245,방다현,여,42,1985-04-08,850408-2166071,해당없음,2012-12-08,13,고졸,,,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,bangdahyun.4@kakao.com,010-6781-6509,서울시 은평구 불광동,60000000,18,6,신한은행,180-299-180153,가입,85,B,B,B,B,C,정보처리기사,,해당,,,
EMP1246,지서현,여,26,2001-01-12,010112-4387880,해당없음,2025-11-18,0,대졸,덕성여자대학교,3.2,경력,정규직,SK하이닉스,대리,마케팅기획,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,jiseohyun10@nate.com,010-1510-4611,서울시 서초구 서초동,33000000,5,14,카카오뱅크,333-91-0268934,가입,74,,,,,,컴퓨터활용능력1급,732,해당,,,
EMP1247,황수빈,여,45,1982-02-12,820212-2134504,해당없음,2010-04-06,16,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,차장,팀원,2,,,hwangsubin.2@naver.com,010-6630-1627,경기도 용인시 기흥구 영덕동,65000000,20,6,기업은행,030-97-995527,미가입,87,A,A,B,B,A,,511,비해당,,,
EMP1248,오준서,남,38,1989-11-17,891117-1615067,군필,2015-05-01,11,대학원졸,단국대학교,3.8,인턴전환,계약직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,ohjunseo.4@nate.com,010-3469-1093,서울시 노원구 상계동,57000000,28,5,국민은행,939806-33-060118,가입,83,B,B,B,C,B,빅데이터분석기사,,해당,,,
EMP1249,강하늘,여,51,1976-05-27,760527-2934913,해당없음,2004-01-26,22,대학원졸,중앙대학교,3.3,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,부장,팀원,2,,,kanghaneul_work@daum.net,010-8670-9807,서울시 영등포구 여의도동,86000000,15,2,우리은행,1006-331-685647,가입,91,A,A,A,A,S,정보처리기사,510,해당,,정직,지각반복
EMP1250,정준혁,남,28,1999-12-10,991210-1336700,군필,2022-05-24,3,대졸,한양대학교,4,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,jungjunhyuk_328@hanmail.net,010-6004-8123,경기도 성남시 분당구 정자동,36300000,12,9,우리은행,1005-986-467118,가입,63,,,C,C,D,정보보안기사,,해당,,,
EMP1251,신보미,여,33,1994-03-07,940307-2779169,해당없음,2020-04-28,6,대졸,숙명여자대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,과장,팀원,1,,,shinbomi.4@hanmail.net,010-3880-8761,서울시 송파구 잠실동,56000000,29,0,토스뱅크,100-8350-8626,가입,82,A,B,A,C,A,리눅스마스터,,해당,,경고,업무태만
EMP1252,나나은,여,31,1996-11-09,961109-2404916,해당없음,2019-10-09,6,대졸,동국대학교,3.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,과장,팀원,1,,,nanaeun81@daum.net,010-3212-3359,경기도 용인시 기흥구 영덕동,60500000,22,11,신한은행,180-377-265180,가입,75,C,B,B,B,C,정보보안기사,886,해당,,,
EMP1253,민승환,남,32,1995-06-23,950623-1619521,군필,2022-09-21,3,대졸,인하대학교,3.7,경력,정규직,롯데그룹,과장,인사관리,두리안정보기술,서울 강남,영업부,국내영업팀,1,대리,팀원,1,,,minseunghwan51@hanmail.net,010-6384-9690,서울시 마포구 합정동,39000000,12,9,카카오뱅크,333-22-0628175,가입,71,,,C,C,C,리눅스마스터,933,해당,,,
EMP1254,안준우,남,55,1972-04-03,720403-1713559,군필,2000-04-05,26,대졸,단국대학교,3.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,부장,팀원,2,,,ahnjunwoo.4@nate.com,010-6504-7382,서울시 마포구 상암동,101000000,12,12,농협은행,302-1338-9340-40,가입,97,A,S,S,S,S,ADsP,,해당,,,
EMP1255,공재민,남,29,1998-07-15,980715-1286956,군필,2021-07-05,4,대학원졸,전북대학교,2.6,추천,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,대리,팀원,1,,,kongjaemin.8@gmail.com,010-8130-3255,서울시 강서구 마곡동,39000000,22,10,신한은행,180-975-494739,가입,76,,C,C,B,B,정보보안기사,915,해당,팀워크상,,
